rep_fie_m,CIK,etity_org_type,series_id,cass_id,cass_ticker_symbo,state_code
811-06440,880195,30,S000004871,C000013193,FFFDX,MA
811-06440,880195,30,S000004872,C000013194,FFTWX,MA
811-06440,880195,30,S000004873,C000013195,FFFEX,MA
811-06440,880195,30,S000004874,C000013196,FFTHX,MA
811-06440,880195,30,S000004875,C000013197,FFFFX,MA
811-06440,880195,30,S000012117,C000033048,FFFGX,MA
811-06440,880195,30,S000012118,C000033049,FFFHX,MA
811-06440,880195,30,S000032801,C000101224,FDEEX,MA
811-06440,880195,30,S000046197,C000144492,FDKVX,MA
811-06440,880195,30,S000004876,C000013198,FFFAX,MA
811-06440,880195,30,S000026412,C000157960,FFGFX,MA
811-06440,880195,30,S000026412,C000079280,FJIFX,MA
811-06440,880195,30,S000026413,C000157961,FFWTX,MA
811-06440,880195,30,S000026413,C000079281,FKIFX,MA
811-06440,880195,30,S000026414,C000157962,FIWFX,MA
811-06440,880195,30,S000026414,C000079282,FIFX,MA
811-06440,880195,30,S000026415,C000157963,FIWTX,MA
811-06440,880195,30,S000026415,C000079283,FPIFX,MA
811-06440,880195,30,S000026416,C000157964,FFEDX,MA
811-06440,880195,30,S000026416,C000079284,FQIFX,MA
811-06440,880195,30,S000026417,C000157965,FFEGX,MA
811-06440,880195,30,S000026417,C000079285,FXIFX,MA
811-06440,880195,30,S000026418,C000157966,FFEZX,MA
811-06440,880195,30,S000026418,C000079286,FIHFX,MA
811-06440,880195,30,S000026419,C000079287,FBIFX,MA
811-06440,880195,30,S000026419,C000157967,FFIZX,MA
811-06440,880195,30,S000026409,C000157957,FFOX,MA
811-06440,880195,30,S000026409,C000079277,FIOFX,MA
811-06440,880195,30,S000026410,C000157958,FFOPX,MA
811-06440,880195,30,S000026410,C000079278,FIPFX,MA
811-06440,880195,30,S000032802,C000101225,FDEWX,MA
811-06440,880195,30,S000032802,C000157968,FFDX,MA
811-06440,880195,30,S000046198,C000144493,FDKX,MA
811-06440,880195,30,S000046198,C000157969,FFEX,MA
811-06440,880195,30,S000026411,C000157959,FFGZX,MA
811-06440,880195,30,S000026411,C000079279,FIKFX,MA
811-06440,880195,30,S000025622,C000076757,FFKVX,MA
811-06440,880195,30,S000025623,C000076758,FFKCX,MA
811-06440,880195,30,S000025624,C000076759,FKVFX,MA
811-06440,880195,30,S000025625,C000076760,FFKDX,MA
811-06440,880195,30,S000025626,C000076761,FKTWX,MA
811-06440,880195,30,S000025627,C000076762,FFKEX,MA
811-06440,880195,30,S000025628,C000076763,FKTHX,MA
811-06440,880195,30,S000025618,C000076753,FFKFX,MA
811-06440,880195,30,S000025619,C000076754,FFKGX,MA
811-06440,880195,30,S000025620,C000076755,FFKHX,MA
811-06440,880195,30,S000032803,C000101226,FDEX,MA
811-06440,880195,30,S000046199,C000144494,FDKX,MA
811-06440,880195,30,S000025617,C000076752,FFKAX,MA
811-03785,722574,30,S000005118,C000013973,FABCX,MA
811-03785,722574,30,S000005118,C000013971,FABX,MA
811-03785,722574,30,S000005118,C000013974,FAIGX,MA
811-03785,722574,30,S000005118,C000013975,FAIOX,MA
811-03785,722574,30,S000005118,C000013972,FAISX,MA
811-03785,722574,30,S000005118,C000130150,FZAAX,MA
811-03785,722574,30,S000005119,C000013976,FADAX,MA
811-03785,722574,30,S000005119,C000013977,FADBX,MA
811-03785,722574,30,S000005119,C000013978,FDGCX,MA
811-03785,722574,30,S000005119,C000013980,FDGIX,MA
811-03785,722574,30,S000005119,C000013979,FDGTX,MA
811-03785,722574,30,S000005119,C000130151,FZADX,MA
811-03785,722574,30,S000005121,C000013986,EPGAX,MA
811-03785,722574,30,S000005121,C000013987,EPGBX,MA
811-03785,722574,30,S000005121,C000013988,EPGCX,MA
811-03785,722574,30,S000005121,C000013990,EQPGX,MA
811-03785,722574,30,S000005121,C000013989,FAEGX,MA
811-03785,722574,30,S000005121,C000130152,FZAFX,MA
811-03785,722574,30,S000005122,C000013995,EQPIX,MA
811-03785,722574,30,S000005122,C000013991,FEIAX,MA
811-03785,722574,30,S000005122,C000013992,FEIBX,MA
811-03785,722574,30,S000005122,C000013993,FEICX,MA
811-03785,722574,30,S000005122,C000013994,FEIRX,MA
811-03785,722574,30,S000005122,C000130153,FZAGX,MA
811-03785,722574,30,S000005123,C000014000,FAIVX,MA
811-03785,722574,30,S000005123,C000013996,FAVAX,MA
811-03785,722574,30,S000005123,C000013997,FAVBX,MA
811-03785,722574,30,S000005123,C000013998,FAVCX,MA
811-03785,722574,30,S000005123,C000013999,FAVTX,MA
811-03785,722574,30,S000017683,C000048858,FFRAX,MA
811-03785,722574,30,S000017683,C000048859,FFRBX,MA
811-03785,722574,30,S000017683,C000048860,FFRCX,MA
811-03785,722574,30,S000017683,C000048863,FFRHX,MA
811-03785,722574,30,S000017683,C000048862,FFRIX,MA
811-03785,722574,30,S000017683,C000048861,FFRTX,MA
811-03785,722574,30,S000005125,C000014010,FGIOX,MA
811-03785,722574,30,S000005125,C000014006,FGIRX,MA
811-03785,722574,30,S000005125,C000014007,FGISX,MA
811-03785,722574,30,S000005125,C000014009,FGITX,MA
811-03785,722574,30,S000005125,C000014008,FGIX,MA
811-03785,722574,30,S000005111,C000013937,FABGX,MA
811-03785,722574,30,S000005111,C000013938,FACGX,MA
811-03785,722574,30,S000005111,C000013936,FAGAX,MA
811-03785,722574,30,S000005111,C000013940,FAGCX,MA
811-03785,722574,30,S000005111,C000013939,FAGOX,MA
811-03785,722574,30,S000005111,C000130147,FZAHX,MA
811-03785,722574,30,S000017684,C000048867,FAHBX,MA
811-03785,722574,30,S000017684,C000048865,FAHCX,MA
811-03785,722574,30,S000017684,C000048866,FAHDX,MA
811-03785,722574,30,S000017684,C000048868,FAHEX,MA
811-03785,722574,30,S000017684,C000048864,FAHYX,MA
811-03785,722574,30,S000017685,C000048870,FHCBX,MA
811-03785,722574,30,S000017685,C000048869,FHIAX,MA
811-03785,722574,30,S000017685,C000048872,FHITX,MA
811-03785,722574,30,S000017685,C000048871,FHCX,MA
811-03785,722574,30,S000017685,C000048873,FHIX,MA
811-03785,722574,30,S000005112,C000013941,FAAX,MA
811-03785,722574,30,S000005112,C000013944,FAGX,MA
811-03785,722574,30,S000005112,C000013942,FAHX,MA
811-03785,722574,30,S000005112,C000013945,FAIX,MA
811-03785,722574,30,S000005112,C000013943,FCCX,MA
811-03785,722574,30,S000005113,C000013947,FCBX,MA
811-03785,722574,30,S000005113,C000013946,FSAX,MA
811-03785,722574,30,S000005113,C000013948,FSCX,MA
811-03785,722574,30,S000005113,C000013949,FSTX,MA
811-03785,722574,30,S000005113,C000013950,FVIX,MA
811-03785,722574,30,S000005113,C000130148,FZAKX,MA
811-03785,722574,30,S000017686,C000048874,FIIAX,MA
811-03785,722574,30,S000017686,C000048875,FIIBX,MA
811-03785,722574,30,S000017686,C000048876,FIICX,MA
811-03785,722574,30,S000017686,C000048878,FIIMX,MA
811-03785,722574,30,S000017686,C000048877,FITIX,MA
811-03785,722574,30,S000017686,C000130154,FZAMX,MA
811-03785,722574,30,S000045650,C000141933,FMFMX,MA
811-03785,722574,30,S000042623,C000131778,FAOFX,MA
811-03785,722574,30,S000042622,C000131777,FSSFX,MA
811-03785,722574,30,S000005115,C000013957,FSCBX,MA
811-03785,722574,30,S000005115,C000013956,FSCDX,MA
811-03785,722574,30,S000005115,C000013958,FSCEX,MA
811-03785,722574,30,S000005115,C000013960,FSCIX,MA
811-03785,722574,30,S000005115,C000013959,FSCTX,MA
811-03785,722574,30,S000005115,C000130149,FZAOX,MA
811-03785,722574,30,S000005114,C000013954,FMCAX,MA
811-03785,722574,30,S000005114,C000013952,FMCBX,MA
811-03785,722574,30,S000005114,C000013955,FMCCX,MA
811-03785,722574,30,S000005114,C000013951,FMCDX,MA
811-03785,722574,30,S000005114,C000013953,FMCEX,MA
811-03785,722574,30,S000005114,C000115525,FSSMX,MA
811-03785,722574,30,S000017687,C000048879,FAVFX,MA
811-03785,722574,30,S000017687,C000048880,FBVFX,MA
811-03785,722574,30,S000017687,C000048881,FCVFX,MA
811-03785,722574,30,S000017687,C000048882,FTVFX,MA
811-03785,722574,30,S000017687,C000048883,FVIFX,MA
811-03785,722574,30,S000005117,C000013967,FASBX,MA
811-03785,722574,30,S000005117,C000013970,FASOX,MA
811-03785,722574,30,S000005117,C000013969,FASPX,MA
811-03785,722574,30,S000005117,C000014249,FSSX,MA
811-03785,722574,30,S000005117,C000013966,FSOAX,MA
811-03785,722574,30,S000005117,C000013968,FVCSX,MA
811-03785,722574,30,S000005117,C000064234,FVSKX,MA
811-03785,722574,30,S000017688,C000048884,,MA
811-04707,795422,30,S000005131,C000014036,EFIPX,MA
811-04707,795422,30,S000005131,C000014032,FDIAX,MA
811-04707,795422,30,S000005131,C000014033,FIBBX,MA
811-04707,795422,30,S000005131,C000132104,FJRX,MA
811-04707,795422,30,S000005131,C000014034,FBCX,MA
811-04707,795422,30,S000005131,C000014035,FTBRX,MA
811-04707,795422,30,S000005133,C000014042,FMGAX,MA
811-04707,795422,30,S000005133,C000014045,FMSAX,MA
811-04707,795422,30,S000005133,C000014043,FMSBX,MA
811-04707,795422,30,S000005133,C000014046,FMSCX,MA
811-04707,795422,30,S000005133,C000014129,FMSFX,MA
811-04707,795422,30,S000005133,C000014044,FOMCX,MA
811-04707,795422,30,S000005134,C000014050,FAHIX,MA
811-04707,795422,30,S000005134,C000014048,FAIBX,MA
811-04707,795422,30,S000005134,C000014049,FAMCX,MA
811-04707,795422,30,S000005134,C000014047,FAMX,MA
811-04707,795422,30,S000005134,C000014051,FMPIX,MA
811-04707,795422,30,S000005135,C000014055,FASFX,MA
811-04707,795422,30,S000005135,C000014053,FBSFX,MA
811-04707,795422,30,S000005135,C000014052,FSFAX,MA
811-04707,795422,30,S000005135,C000014054,FSFCX,MA
811-04707,795422,30,S000005135,C000014056,FSXIX,MA
811-04707,795422,30,S000005152,C000014113,FSIAX,MA
811-04707,795422,30,S000005152,C000014111,FSIX,MA
811-04707,795422,30,S000005152,C000014112,FSRCX,MA
811-04707,795422,30,S000005152,C000014114,FSRIX,MA
811-04707,795422,30,S000005152,C000014110,FSTAX,MA
811-03737,719451,30,S000005156,C000014122,FFXSX,MA
811-03010,315700,30,S000005321,C000014519,FBTAX,MA
811-03010,315700,30,S000005321,C000014520,FBTBX,MA
811-03010,315700,30,S000005321,C000014521,FBTCX,MA
811-03010,315700,30,S000005321,C000014523,FBTIX,MA
811-03010,315700,30,S000005321,C000014522,FBTTX,MA
811-03010,315700,30,S000005326,C000014544,FDMAX,MA
811-03010,315700,30,S000005326,C000014545,FDMBX,MA
811-03010,315700,30,S000005326,C000014546,FDMCX,MA
811-03010,315700,30,S000005326,C000014548,FDMIX,MA
811-03010,315700,30,S000005326,C000014547,FDMTX,MA
811-03010,315700,30,S000005324,C000014537,FACPX,MA
811-03010,315700,30,S000005324,C000014536,FCECX,MA
811-03010,315700,30,S000005324,C000014535,FCIBX,MA
811-03010,315700,30,S000005324,C000014534,FCAX,MA
811-03010,315700,30,S000005324,C000014538,FCIX,MA
811-03010,315700,30,S000005327,C000014549,FEAX,MA
811-03010,315700,30,S000005327,C000014550,FEBX,MA
811-03010,315700,30,S000005327,C000014551,FECX,MA
811-03010,315700,30,S000005327,C000014553,FEIX,MA
811-03010,315700,30,S000005327,C000014552,FETX,MA
811-03010,315700,30,S000005330,C000014567,FAGX,MA
811-03010,315700,30,S000005330,C000014564,FAAX,MA
811-03010,315700,30,S000005330,C000014568,FAIX,MA
811-03010,315700,30,S000005330,C000014565,FARX,MA
811-03010,315700,30,S000005330,C000014566,FRCX,MA
811-03010,315700,30,S000005328,C000014555,FAFBX,MA
811-03010,315700,30,S000005328,C000014556,FAFCX,MA
811-03010,315700,30,S000005328,C000014554,FAFDX,MA
811-03010,315700,30,S000005328,C000014557,FAFSX,MA
811-03010,315700,30,S000005328,C000014558,FFSIX,MA
811-03010,315700,30,S000054816,C000172330,FWRAX,MA
811-03010,315700,30,S000054816,C000172332,FWRCX,MA
811-03010,315700,30,S000054816,C000172333,FWRIX,MA
811-03010,315700,30,S000054816,C000172331,FWRTX,MA
811-03010,315700,30,S000005329,C000014559,FACDX,MA
811-03010,315700,30,S000005329,C000014562,FACTX,MA
811-03010,315700,30,S000005329,C000014560,FAHTX,MA
811-03010,315700,30,S000005329,C000014561,FHCCX,MA
811-03010,315700,30,S000005329,C000014563,FHCIX,MA
811-03010,315700,30,S000005325,C000014539,FCAX,MA
811-03010,315700,30,S000005325,C000014540,FCBX,MA
811-03010,315700,30,S000005325,C000014541,FCCX,MA
811-03010,315700,30,S000005325,C000014543,FCIX,MA
811-03010,315700,30,S000005325,C000014542,FCTX,MA
811-03010,315700,30,S000005331,C000014569,FHEAX,MA
811-03010,315700,30,S000005331,C000014570,FHEBX,MA
811-03010,315700,30,S000005331,C000014571,FHECX,MA
811-03010,315700,30,S000005331,C000014573,FHEIX,MA
811-03010,315700,30,S000005331,C000014572,FHETX,MA
811-03010,315700,30,S000005322,C000014525,FABTX,MA
811-03010,315700,30,S000005322,C000014524,FADTX,MA
811-03010,315700,30,S000005322,C000014527,FATEX,MA
811-03010,315700,30,S000005322,C000014528,FATIX,MA
811-03010,315700,30,S000005322,C000014526,FTHCX,MA
811-03010,315700,30,S000005323,C000014530,FABX,MA
811-03010,315700,30,S000005323,C000014532,FAFX,MA
811-03010,315700,30,S000005323,C000014529,FGAX,MA
811-03010,315700,30,S000005323,C000014531,FGCX,MA
811-03010,315700,30,S000005323,C000014533,FGIX,MA
811-03855,729218,30,S000005432,C000014778,FADCX,MA
811-03855,729218,30,S000005432,C000014779,FADIX,MA
811-03855,729218,30,S000005432,C000014777,FDIBX,MA
811-03855,729218,30,S000005432,C000014776,FDVAX,MA
811-03855,729218,30,S000005432,C000014780,FDVIX,MA
811-03855,729218,30,S000005432,C000130139,FZABX,MA
811-03855,729218,30,S000005436,C000014796,FEAAX,MA
811-03855,729218,30,S000005436,C000014799,FEATX,MA
811-03855,729218,30,S000005436,C000014797,FERBX,MA
811-03855,729218,30,S000005436,C000014798,FERCX,MA
811-03855,729218,30,S000005436,C000014800,FERIX,MA
811-03855,729218,30,S000005437,C000014801,FAMKX,MA
811-03855,729218,30,S000005437,C000014802,FBMKX,MA
811-03855,729218,30,S000005437,C000014805,FIMKX,MA
811-03855,729218,30,S000005437,C000014803,FMCKX,MA
811-03855,729218,30,S000005437,C000014804,FTMKX,MA
811-03855,729218,30,S000005437,C000130140,FZAEX,MA
811-03855,729218,30,S000005438,C000014809,FAEMX,MA
811-03855,729218,30,S000005438,C000014807,FBEMX,MA
811-03855,729218,30,S000005438,C000014806,FMKAX,MA
811-03855,729218,30,S000005438,C000014808,FMKCX,MA
811-03855,729218,30,S000005438,C000014810,FMKIX,MA
811-03855,729218,30,S000005440,C000014818,FECX,MA
811-03855,729218,30,S000005440,C000014820,FEIX,MA
811-03855,729218,30,S000005440,C000014816,FGEAX,MA
811-03855,729218,30,S000005440,C000014817,FGEBX,MA
811-03855,729218,30,S000005440,C000014819,FGETX,MA
811-03855,729218,30,S000036873,C000112810,FBYX,MA
811-03855,729218,30,S000036873,C000112813,FBSX,MA
811-03855,729218,30,S000036873,C000112811,FGABX,MA
811-03855,729218,30,S000036873,C000112812,FGTX,MA
811-03855,729218,30,S000005441,C000014821,FCPAX,MA
811-03855,729218,30,S000005441,C000014822,FCPBX,MA
811-03855,729218,30,S000005441,C000014823,FCPCX,MA
811-03855,729218,30,S000005441,C000014825,FCPIX,MA
811-03855,729218,30,S000005441,C000014824,FIATX,MA
811-03855,729218,30,S000005434,C000014789,FAERX,MA
811-03855,729218,30,S000005434,C000014786,FAOAX,MA
811-03855,729218,30,S000005434,C000014787,FAOBX,MA
811-03855,729218,30,S000005434,C000014788,FAOCX,MA
811-03855,729218,30,S000005434,C000014790,FAOIX,MA
811-03855,729218,30,S000005435,C000014791,FVAX,MA
811-03855,729218,30,S000005435,C000014792,FVBX,MA
811-03855,729218,30,S000005435,C000014793,FVCX,MA
811-03855,729218,30,S000005435,C000014795,FVIX,MA
811-03855,729218,30,S000005435,C000014794,FVTX,MA
811-02933,311884,30,S000005445,C000014842,FTXMX,MA
811-03407,700859,30,S000039375,C000121333,FEHPX,MA
811-03407,700859,30,S000039375,C000134767,FMJRX,MA
811-03407,700859,30,S000039375,C000134768,FMJSX,MA
811-03407,700859,30,S000039376,C000121334,FEMPX,MA
811-03407,700859,30,S000039376,C000134769,FMJTX,MA
811-03407,700859,30,S000039376,C000134770,FMJX,MA
811-03407,700859,30,S000039377,C000121335,FEJPX,MA
811-03407,700859,30,S000039377,C000134772,FMJVX,MA
811-03407,700859,30,S000039377,C000134771,FMJWX,MA
811-03407,700859,30,S000039378,C000121336,FEKPX,MA
811-03407,700859,30,S000039378,C000134773,FMJYX,MA
811-03407,700859,30,S000039378,C000134774,FMJZX,MA
811-03407,700859,30,S000039379,C000121337,FEDPX,MA
811-03407,700859,30,S000039379,C000134775,FMJAX,MA
811-03407,700859,30,S000039379,C000134776,FMJBX,MA
811-03407,700859,30,S000039380,C000121338,FECPX,MA
811-03407,700859,30,S000039380,C000134777,FMJIX,MA
811-03407,700859,30,S000039380,C000134778,FMJJX,MA
811-03407,700859,30,S000039381,C000121339,FEPX,MA
811-03407,700859,30,S000039381,C000134779,FMJCX,MA
811-03407,700859,30,S000039381,C000134780,FMJEX,MA
811-03407,700859,30,S000039382,C000121340,FEWPX,MA
811-03407,700859,30,S000039382,C000134781,FJMVX,MA
811-03407,700859,30,S000039382,C000134782,FMJKX,MA
811-03407,700859,30,S000039372,C000121330,FEZPX,MA
811-03407,700859,30,S000039372,C000134761,FMJFX,MA
811-03407,700859,30,S000039372,C000134762,FMJGX,MA
811-03407,700859,30,S000039373,C000121331,FEYPX,MA
811-03407,700859,30,S000039373,C000134763,FMJX,MA
811-03407,700859,30,S000039373,C000134764,FMJMX,MA
811-03407,700859,30,S000039374,C000121332,FESPX,MA
811-03407,700859,30,S000039374,C000134765,FMJX,MA
811-03407,700859,30,S000039374,C000134766,FMJOX,MA
811-03407,700859,30,S000046195,C000144486,FCMMX,MA
811-03407,700859,30,S000046195,C000144485,FJPX,MA
811-03407,700859,30,S000046195,C000144487,FPQX,MA
811-03407,700859,30,S000039371,C000121329,FEBPX,MA
811-03407,700859,30,S000039371,C000134759,FMJPX,MA
811-03407,700859,30,S000039371,C000134760,FMJQX,MA
811-03725,718891,30,S000005448,C000014849,FCSTX,MA
811-03725,718891,30,S000005447,C000014912,FCMAX,MA
811-03725,718891,30,S000005447,C000014913,FCMBX,MA
811-03725,718891,30,S000005447,C000014914,FCMKX,MA
811-03725,718891,30,S000005447,C000014916,FCMQX,MA
811-03725,718891,30,S000005447,C000014915,FCMTX,MA
811-03725,718891,30,S000005447,C000014848,FCTFX,MA
811-06397,878662,30,S000005493,C000047918,FSBXX,MA
811-06397,878662,30,S000005493,C000014951,FSPXX,MA
811-06397,878662,30,S000005493,C000047919,FSSXX,MA
811-06397,878662,30,S000005449,C000014850,FCFXX,MA
811-02841,275309,30,S000005450,C000064278,FCAKX,MA
811-02841,275309,30,S000005450,C000014851,FDCAX,MA
811-02841,275309,30,S000005451,C000064279,FDEKX,MA
811-02841,275309,30,S000005451,C000014852,FDEQX,MA
811-02841,275309,30,S000005452,C000014853,FTQGX,MA
811-02841,275309,30,S000005454,C000116893,FBRX,MA
811-02841,275309,30,S000005454,C000014855,FDSSX,MA
811-02841,275309,30,S000005454,C000116890,FHRX,MA
811-02841,275309,30,S000005454,C000116891,FACX,MA
811-02841,275309,30,S000005454,C000116889,FMAMX,MA
811-02841,275309,30,S000005454,C000116892,FSJHX,MA
811-02841,275309,30,S000005454,C000064280,FSSKX,MA
811-02841,275309,30,S000005454,C000130144,FZAPX,MA
811-02841,275309,30,S000005453,C000047980,FCDAX,MA
811-02841,275309,30,S000005453,C000047981,FCDBX,MA
811-02841,275309,30,S000005453,C000047982,FCDCX,MA
811-02841,275309,30,S000005453,C000047984,FCDIX,MA
811-02841,275309,30,S000005453,C000047983,FCDTX,MA
811-02841,275309,30,S000005453,C000014854,FDSCX,MA
811-02841,275309,30,S000005455,C000014856,FDVX,MA
811-02841,275309,30,S000005455,C000064281,FVKX,MA
811-22083,1401097,30,S000036933,C000113010,,MA
811-22083,1401097,30,S000018830,C000052072,,MA
811-22083,1401097,30,S000018829,C000052071,,MA
811-21667,1303459,30,S000013523,C000036709,,MA
811-21667,1303459,30,S000013525,C000036711,,MA
811-21667,1303459,30,S000024223,C000071391,,MA
811-21667,1303459,30,S000013526,C000036712,,MA
811-21667,1303459,30,S000013527,C000036713,,MA
811-21667,1303459,30,S000008404,C000023055,,MA
811-21667,1303459,30,S000013528,C000036714,,MA
811-21667,1303459,30,S000008405,C000023056,,MA
811-21667,1303459,30,S000022433,C000064553,,MA
811-21667,1303459,30,S000013529,C000036715,,MA
811-21667,1303459,30,S000013530,C000036716,,MA
811-21667,1303459,30,S000020954,C000059267,,MA
811-21667,1303459,30,S000013531,C000036717,,MA
811-21667,1303459,30,S000047926,C000150640,,MA
811-21667,1303459,30,S000008406,C000023057,,MA
811-21667,1303459,30,S000013532,C000036718,,MA
811-21667,1303459,30,S000013524,C000036710,,MA
811-03221,354046,30,S000005459,C000014860,FASIX,MA
811-03221,354046,30,S000005459,C000037751,FTAWX,MA
811-03221,354046,30,S000005459,C000037752,FTBWX,MA
811-03221,354046,30,S000005459,C000037753,FTCWX,MA
811-03221,354046,30,S000005459,C000037754,FTDWX,MA
811-03221,354046,30,S000005459,C000037755,FTIWX,MA
811-03221,354046,30,S000019187,C000052992,FCAX,MA
811-03221,354046,30,S000019187,C000052990,FTAAX,MA
811-03221,354046,30,S000019187,C000052989,FTAX,MA
811-03221,354046,30,S000019187,C000052991,FTBX,MA
811-03221,354046,30,S000019187,C000052994,FTIX,MA
811-03221,354046,30,S000019187,C000052993,FTTX,MA
811-03221,354046,30,S000019188,C000052998,FFAX,MA
811-03221,354046,30,S000019188,C000052999,FFAX,MA
811-03221,354046,30,S000019188,C000053000,FFBX,MA
811-03221,354046,30,S000019188,C000052995,FFCX,MA
811-03221,354046,30,S000019188,C000052997,FFIX,MA
811-03221,354046,30,S000019188,C000052996,FFTX,MA
811-03221,354046,30,S000005456,C000014857,FASMX,MA
811-03221,354046,30,S000005456,C000037741,FFAMX,MA
811-03221,354046,30,S000005456,C000037742,FFBMX,MA
811-03221,354046,30,S000005456,C000037743,FFCMX,MA
811-03221,354046,30,S000005456,C000037745,FFIMX,MA
811-03221,354046,30,S000005456,C000037744,FFTMX,MA
811-03221,354046,30,S000019189,C000053002,FSAAX,MA
811-03221,354046,30,S000019189,C000053003,FSABX,MA
811-03221,354046,30,S000019189,C000053001,FSAX,MA
811-03221,354046,30,S000019189,C000053005,FSATX,MA
811-03221,354046,30,S000019189,C000053004,FSCX,MA
811-03221,354046,30,S000019189,C000053006,FSIX,MA
811-03221,354046,30,S000005458,C000069451,FAAIX,MA
811-03221,354046,30,S000005458,C000069447,FAASX,MA
811-03221,354046,30,S000005458,C000014859,FASGX,MA
811-03221,354046,30,S000005458,C000069448,FBASX,MA
811-03221,354046,30,S000005458,C000069449,FCASX,MA
811-03221,354046,30,S000005458,C000069450,FTASX,MA
811-03221,354046,30,S000005457,C000014858,FAMRX,MA
811-03221,354046,30,S000005457,C000037747,FEYAX,MA
811-03221,354046,30,S000005457,C000037748,FEYBX,MA
811-03221,354046,30,S000005457,C000037749,FEYCX,MA
811-03221,354046,30,S000005457,C000037746,FEYIX,MA
811-03221,354046,30,S000005457,C000037750,FEYTX,MA
811-03221,354046,30,S000017647,C000048772,FGBX,MA
811-03221,354046,30,S000017647,C000074277,FGAX,MA
811-03221,354046,30,S000017647,C000074278,FGBX,MA
811-03221,354046,30,S000017647,C000074279,FGCX,MA
811-03221,354046,30,S000017647,C000074281,FGIX,MA
811-03221,354046,30,S000017647,C000074280,FGTX,MA
811-03221,354046,30,S000018446,C000051005,FBMAX,MA
811-03320,356173,30,S000004820,C000013081,FCGXX,MA
811-03320,356173,30,S000004820,C000013080,FCVXX,MA
811-03320,356173,30,S000004820,C000013082,FGEXX,MA
811-03320,356173,30,S000004820,C000013039,FIGXX,MA
811-03320,356173,30,S000004820,C000141704,FRGXX,MA
811-03320,356173,30,S000004822,C000013086,FCIXX,MA
811-03320,356173,30,S000004822,C000013087,FCOXX,MA
811-03320,356173,30,S000004822,C000077337,FMMXX,MA
811-03320,356173,30,S000004822,C000013041,FMPXX,MA
811-03320,356173,30,S000004822,C000013088,FMYXX,MA
811-03320,356173,30,S000004822,C000056571,FSXX,MA
811-03320,356173,30,S000004821,C000013084,FCDXX,MA
811-03320,356173,30,S000004821,C000013085,FDIXX,MA
811-03320,356173,30,S000004821,C000013083,FDOXX,MA
811-03320,356173,30,S000004821,C000056569,FDVXX,MA
811-03320,356173,30,S000004821,C000013040,FIDXX,MA
811-03320,356173,30,S000004821,C000056570,FIPXX,MA
811-03320,356173,30,S000054090,C000170006,FDPXX,MA
811-03320,356173,30,S000054090,C000170007,FEPXX,MA
811-03320,356173,30,S000054090,C000170008,FFPXX,MA
811-03320,356173,30,S000054090,C000170009,FGPXX,MA
811-03320,356173,30,S000054090,C000170010,FHPXX,MA
811-03320,356173,30,S000004823,C000013090,FETXX,MA
811-03320,356173,30,S000004823,C000013089,FEXXX,MA
811-03320,356173,30,S000004823,C000013091,FSXXX,MA
811-03320,356173,30,S000004823,C000013042,FTCXX,MA
811-03320,356173,30,S000004818,C000013075,FOIXX,MA
811-03320,356173,30,S000004818,C000056567,FOPXX,MA
811-03320,356173,30,S000004818,C000013074,FOXXX,MA
811-03320,356173,30,S000004818,C000141702,FRSXX,MA
811-03320,356173,30,S000004818,C000013037,FSIXX,MA
811-03320,356173,30,S000004818,C000013076,FTYXX,MA
811-03320,356173,30,S000004819,C000013077,FCEXX,MA
811-03320,356173,30,S000004819,C000013078,FCSXX,MA
811-03320,356173,30,S000004819,C000013038,FISXX,MA
811-03320,356173,30,S000004819,C000141703,FRBXX,MA
811-03320,356173,30,S000004819,C000013079,FTXX,MA
811-03320,356173,30,S000004819,C000056568,FTVXX,MA
811-02546,205323,30,S000043253,C000133827,FATJX,MA
811-02546,205323,30,S000043253,C000133825,FCHSX,MA
811-02546,205323,30,S000043253,C000133826,FJPDX,MA
811-02546,205323,30,S000043253,C000133828,FMRMX,MA
811-02546,205323,30,S000043252,C000133824,FARX,MA
811-02546,205323,30,S000006008,C000016524,FCSX,MA
811-02546,205323,30,S000006009,C000064235,FKMCX,MA
811-02546,205323,30,S000006009,C000016525,FMCSX,MA
811-02546,205323,30,S000006010,C000016526,FCMX,MA
811-02546,205323,30,S000006011,C000016527,OEQ,MA
811-02546,205323,30,S000016687,C000046625,FOHIX,MA
811-02546,205323,30,S000016687,C000133692,FOHJX,MA
811-02546,205323,30,S000042880,C000132847,FJACX,MA
811-02546,205323,30,S000042880,C000132848,FJAKX,MA
811-02546,205323,30,S000006012,C000016528,FSCRX,MA
811-02546,205323,30,S000006013,C000016529,FSCX,MA
811-21990,1364923,30,S000019926,C000055928,FIEX,MA
811-21990,1364923,30,S000015911,C000043698,FCEX,MA
811-21990,1364923,30,S000015909,C000043696,FGEX,MA
811-21990,1364923,30,S000015910,C000043697,FVEX,MA
811-21990,1364923,30,S000019927,C000055929,FMEIX,MA
811-21990,1364923,30,S000019928,C000055930,FCPEX,MA
811-05251,819118,30,S000006027,C000016556,FSEX,MA
811-05251,819118,30,S000006027,C000016555,FSVX,MA
811-05251,819118,30,S000006027,C000100045,FXAIX,MA
811-05251,819118,30,S000006027,C000100044,FXSIX,MA
811-05251,819118,30,S000055362,C000174177,,MA
